Results for r = 50
C8	C10	C12
9766.000000	3571.000000	3007.000000
11164.000000	4163.000000	3733.000000
9766.000000	4163.000000	3770.000000
4790.000000	4181.000000	3733.000000
8665.000000	6539.000000	3108.000000
9100.000000	4163.000000	3108.000000
9766.000000	4163.000000	3874.000000
9255.000000	7508.000000	3108.000000
5519.000000	4163.000000	3108.000000
9766.000000	4163.000000	3108.000000
