Results for r = 5
C8	C10	C12
9766.000000	8619.000000	3108.000000
9766.000000	8737.000000	4526.000000
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3007.000000
9766.000000	8737.000000	3108.000000
9766.000000	5163.000000	3108.000000
9766.000000	8737.000000	3108.000000
10616.000000	8737.000000	3108.000000
