Results for r = 5
C8	C10	C12
4790.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
4790.000000	7724.000000	3108.000000
9766.000000	5587.000000	3108.000000
4790.000000	6539.000000	3108.000000
9766.000000	8737.000000	3007.000000
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
9766.000000	5005.000000	3108.000000
