Results for r = 50
C8	C10	C12
5519.000000	3571.000000	3108.000000
4790.000000	3571.000000	3108.000000
4790.000000	3571.000000	3108.000000
4790.000000	4163.000000	3108.000000
4790.000000	4163.000000	3088.000000
4790.000000	4163.000000	3108.000000
4790.000000	3571.000000	3108.000000
4790.000000	5565.000000	3108.000000
4790.000000	3571.000000	3123.000000
5519.000000	3571.000000	3108.000000
