Results for r = 3
C8	C10	C12
9766.000000	8737.000000	3108.000000
9766.000000	8737.000000	3108.000000
10616.000000	8737.000000	3108.000000
8665.000000	8737.000000	3108.000000
9766.000000	8821.000000	3108.000000
9766.000000	8737.000000	3108.000000
10616.000000	8737.000000	3108.000000
9766.000000	4163.000000	3108.000000
9766.000000	8857.000000	3108.000000
9766.000000	8737.000000	3108.000000
