Results for r = 10
C8	C10	C12
9766.000000	6539.000000	3108.000000
10616.000000	8737.000000	3108.000000
11164.000000	3571.000000	3108.000000
10616.000000	4163.000000	3108.000000
4790.000000	8737.000000	3108.000000
9766.000000	5587.000000	3108.000000
9766.000000	8821.000000	3108.000000
9766.000000	3571.000000	4738.000000
10765.000000	9523.000000	3108.000000
4790.000000	8737.000000	3108.000000
