   6.6520000e+03	   7.2220000e+03	   4.7020000e+03	
   8.6650000e+03	   3.5710000e+03	   3.1080000e+03	
   9.7540000e+03	   3.5710000e+03	   3.0880000e+03	
   4.7900000e+03	   3.5710000e+03	   3.0880000e+03	
   6.0550000e+03	   3.5710000e+03	   3.0760000e+03	
   9.9010000e+03	   3.5710000e+03	   3.0070000e+03	
   9.9010000e+03	   7.3880000e+03	   3.1660000e+03	
   9.1450000e+03	   3.5710000e+03	   3.1660000e+03	
   9.9010000e+03	   4.7370000e+03	   3.0880000e+03	
   4.7900000e+03	   4.1630000e+03	   3.0070000e+03	
