   6.2240000e+03	   8.0730000e+03	   3.1790000e+03	
   6.2360000e+03	   7.1220000e+03	   4.3160000e+03	
   1.0225000e+04	   4.2780000e+03	   3.2160000e+03	
   9.0730000e+03	   5.7030000e+03	   3.3100000e+03	
   8.6240000e+03	   7.1320000e+03	   4.6360000e+03	
   9.6820000e+03	   3.9340000e+03	   3.1660000e+03	
   9.9010000e+03	   3.5710000e+03	   3.1020000e+03	
   9.7660000e+03	   4.9680000e+03	   3.1480000e+03	
   4.7900000e+03	   5.0050000e+03	   3.1180000e+03	
   5.7700000e+03	   7.5710000e+03	   3.1950000e+03	
