   8.8450000e+03	   3.5710000e+03	   3.0880000e+03	
   9.1450000e+03	   3.5710000e+03	   3.1080000e+03	
   7.2070000e+03	   5.0050000e+03	   3.1220000e+03	
   9.5380000e+03	   3.5710000e+03	   3.0880000e+03	
   4.7900000e+03	   3.5710000e+03	   3.4600000e+03	
   8.6650000e+03	   3.5710000e+03	   3.1080000e+03	
   4.7950000e+03	   3.5710000e+03	   3.0880000e+03	
   4.7900000e+03	   3.6110000e+03	   3.1180000e+03	
   4.7900000e+03	   3.6110000e+03	   3.1120000e+03	
   1.0597000e+04	   7.9150000e+03	   3.1740000e+03	
