   5.7700000e+03	   4.9430000e+03	   3.0070000e+03	
   9.9010000e+03	   5.5460000e+03	   3.0880000e+03	
   7.2080000e+03	   3.6110000e+03	   3.0880000e+03	
   9.0550000e+03	   3.5710000e+03	   3.1660000e+03	
   9.5380000e+03	   3.6480000e+03	   3.1660000e+03	
   9.1870000e+03	   7.7380000e+03	   3.2100000e+03	
   4.8300000e+03	   3.5710000e+03	   5.9150000e+03	
   5.7700000e+03	   5.6780000e+03	   3.0880000e+03	
   6.6970000e+03	   5.0050000e+03	   3.0880000e+03	
   6.1620000e+03	   3.6110000e+03	   5.6600000e+03	
