   6.1620000e+03	   5.8180000e+03	   3.0070000e+03	
   1.1009000e+04	   3.6170000e+03	   6.8390000e+03	
   1.0061000e+04	   3.6170000e+03	   3.1180000e+03	
   9.6450000e+03	   5.0050000e+03	   5.5220000e+03	
   9.6450000e+03	   5.6490000e+03	   4.7020000e+03	
   9.9010000e+03	   3.6170000e+03	   3.2130000e+03	
   9.9500000e+03	   8.6240000e+03	   4.2070000e+03	
   9.9010000e+03	   7.0220000e+03	   4.2260000e+03	
   9.7540000e+03	   4.2880000e+03	   3.1130000e+03	
   6.1620000e+03	   7.3880000e+03	   4.3240000e+03	
