   1.0425000e+04	   9.6100000e+03	   8.3070000e+03	
   7.7070000e+03	   6.2410000e+03	   7.8010000e+03	
   1.1381000e+04	   9.1460000e+03	   3.1320000e+03	
   1.0441000e+04	   9.2550000e+03	   8.4500000e+03	
   1.1831000e+04	   1.0447000e+04	   8.1040000e+03	
   1.0369000e+04	   6.1530000e+03	   7.5540000e+03	
   1.1801000e+04	   8.2020000e+03	   7.3200000e+03	
   1.0830000e+04	   3.9540000e+03	   9.3650000e+03	
   8.0510000e+03	   9.3220000e+03	   3.6230000e+03	
   1.0931000e+04	   9.3560000e+03	   6.1230000e+03	
