   7.2120000e+03	   3.5710000e+03	   3.0140000e+03	
   4.8300000e+03	   4.6480000e+03	   3.0070000e+03	
   4.8380000e+03	   3.6110000e+03	   3.1480000e+03	
   4.7900000e+03	   3.5710000e+03	   3.0880000e+03	
   4.8420000e+03	   3.5710000e+03	   3.0880000e+03	
   4.7900000e+03	   4.4610000e+03	   3.1160000e+03	
   4.8300000e+03	   3.6110000e+03	   3.0880000e+03	
   7.2910000e+03	   3.6110000e+03	   3.1740000e+03	
   6.0650000e+03	   3.7590000e+03	   3.0920000e+03	
   7.6040000e+03	   3.5710000e+03	   3.0230000e+03	
