   8.6650000e+03	   3.5710000e+03	   3.0880000e+03	
   9.3300000e+03	   3.6110000e+03	   3.1320000e+03	
   9.9010000e+03	   3.5710000e+03	   3.0070000e+03	
   9.2310000e+03	   6.0880000e+03	   3.1480000e+03	
   9.1450000e+03	   3.6110000e+03	   3.0880000e+03	
   1.0783000e+04	   4.9430000e+03	   4.2070000e+03	
   5.0520000e+03	   3.5710000e+03	   3.0570000e+03	
   9.6450000e+03	   3.5710000e+03	   5.9150000e+03	
   9.7540000e+03	   8.4110000e+03	   3.0880000e+03	
   4.7900000e+03	   6.0880000e+03	   3.0880000e+03	
