   9.9010000e+03	   4.1510000e+03	   4.3230000e+03	
   4.9490000e+03	   8.4580000e+03	   3.0880000e+03	
   1.0597000e+04	   8.2630000e+03	   3.1230000e+03	
   9.9740000e+03	   7.3750000e+03	   3.1180000e+03	
   9.9010000e+03	   6.8770000e+03	   3.2100000e+03	
   1.0597000e+04	   7.9740000e+03	   3.1950000e+03	
   1.0199000e+04	   8.1560000e+03	   3.7680000e+03	
   9.1090000e+03	   3.5710000e+03	   3.3940000e+03	
   7.1610000e+03	   4.1810000e+03	   3.0790000e+03	
   9.8040000e+03	   7.0350000e+03	   3.0070000e+03	
