   9.1450000e+03	   7.2220000e+03	   3.5130000e+03	
   8.6650000e+03	   4.9430000e+03	   4.4000000e+03	
   1.0426000e+04	   4.1630000e+03	   3.2300000e+03	
   8.8390000e+03	   7.7240000e+03	   3.0880000e+03	
   1.0777000e+04	   5.1630000e+03	   3.5130000e+03	
   8.8390000e+03	   5.1630000e+03	   3.1950000e+03	
   1.1223000e+04	   5.0560000e+03	   3.0880000e+03	
   7.2070000e+03	   1.0922000e+04	   5.0380000e+03	
   6.2210000e+03	   7.7240000e+03	   3.1660000e+03	
   9.2070000e+03	   5.1630000e+03	   3.0880000e+03	
