   9.8980000e+03	   4.6310000e+03	   7.2530000e+03	
   1.0092000e+04	   3.6280000e+03	   3.1480000e+03	
   5.7700000e+03	   3.5710000e+03	   3.0070000e+03	
   4.8300000e+03	   5.0050000e+03	   4.2070000e+03	
   4.7900000e+03	   3.6110000e+03	   3.0880000e+03	
   9.3300000e+03	   7.2220000e+03	   3.2310000e+03	
   1.0107000e+04	   5.1740000e+03	   3.3180000e+03	
   1.0087000e+04	   4.3870000e+03	   3.1020000e+03	
   9.7590000e+03	   4.2850000e+03	   3.2720000e+03	
   1.0231000e+04	   3.9340000e+03	   3.1480000e+03	
