   5.0290000e+03	   3.8070000e+03	   3.1120000e+03	
   4.7900000e+03	   3.5880000e+03	   3.0920000e+03	
   6.8350000e+03	   3.5710000e+03	   3.0880000e+03	
   7.1800000e+03	   3.5770000e+03	   3.0920000e+03	
   5.7700000e+03	   4.7730000e+03	   3.1060000e+03	
   9.8580000e+03	   3.5710000e+03	   3.0920000e+03	
   9.9270000e+03	   3.6290000e+03	   3.1040000e+03	
   5.7700000e+03	   3.6110000e+03	   3.1090000e+03	
   4.8930000e+03	   3.5760000e+03	   3.1220000e+03	
   4.8930000e+03	   5.4210000e+03	   3.1090000e+03	
