   4.7900000e+03	   3.5930000e+03	   3.0070000e+03	
   1.0087000e+04	   3.6290000e+03	   3.0140000e+03	
   6.0020000e+03	   3.5710000e+03	   3.0920000e+03	
   4.7900000e+03	   3.5760000e+03	   3.1020000e+03	
   9.1450000e+03	   3.7060000e+03	   3.0880000e+03	
   9.9010000e+03	   3.5760000e+03	   3.0170000e+03	
   5.7700000e+03	   3.5760000e+03	   3.1160000e+03	
   7.2570000e+03	   4.2330000e+03	   3.0880000e+03	
   4.8330000e+03	   3.5880000e+03	   3.0920000e+03	
   4.7900000e+03	   3.6170000e+03	   3.0880000e+03	
